Cell Line,Tissue,H3K4me0,H3K4me1,H3K4me2,H3K4ac1,H3K9me0K14ac0,H3K9me1K14ac0,H3K9me2K14ac0,H3K9me3K14ac0,H3K9ac1K14ac0,H3K9me0K14ac1,H3K9me1K14ac1,H3K9me2K14ac1,H3K9me3K14ac1,H3K9ac1K14ac1,H3K18ac0K23ac0,H3K18ac1K23ac0,H3K18ac0K23ac1,H3K18ac1K23ac1,H3K18ac0K23ub1,H3K27me0K36me0,H3K27me0K36me1,H3K27me0K36me2,H3K27me0K36me3,H3K27me1K36me0,H3K27me1K36me1,H3K27me1K36me2,H3K27me1K36me3,H3K27me2K36me0,H3K27me2K36me1,H3K27me2K36me2,H3K27me3K36me0,H3K27me3K36me1,H3K27ac1K36me0,H3K27ac1K36me1,H3K27ac1K36me2,H3K27ac1K36me3,H3.3K27me0K36me0,H3K56me0,H3K56me1,H3K79me0,H3K79me1,H3K79me2,Medium Condition
OVCAR4,Ovary,0.134795558,0.221660831,-0.048808199,-0.41028269,0.220721955,0.095429465,-0.225640856,0.390049408,-0.392042914,0.023391082,-0.430521772,-1.189216164,-0.558469886,-0.866160737,-0.064429702,-0.490597379,-0.546348175,-0.338316219,0.315030426,-0.146469072,-0.638248375,-1.663723674,-0.987377439,0.056338247,-0.655456513,-0.348588843,0.122605355,0.163915875,-0.097530132,-0.055845532,0.615003753,0.703470915,-0.08467997,-0.667293463,-0.953502832,-1.441895025,-0.567729824,-0.161503609,0.247232217,0.206990762,-0.679314393,-1.672076584,RPMI
HLF,Liver,0.12281103,0.009012611,0.445671039,1.134718171,-0.192880729,-0.27838482,0.181032988,0.650711443,0.35094438,-0.593546108,-0.617318605,-0.154508715,0.745018153,0.045361279,0.15648041,-0.084991162,-0.024381723,-0.04328042,-2.314862731,-0.492685212,-0.005099312,1.500500017,0.145474946,-0.476003361,0.052080338,0.271182473,0.136348909,-0.002824049,0.000288848,0.437207607,-0.09452039,-0.003471713,-0.192911925,0.303864244,0.750378501,1.482719252,-0.738819654,0.048254052,0.015544924,0.014078384,0.407967384,1.035203237,DMEM
HCT15,Large Intestine,0.012922574,-0.246561734,-0.006484209,0.330924057,-0.335203952,-0.076719092,-0.013278551,-0.375622102,0.541747943,0.23110735,0.299357206,0.606596792,0.47015312,1.020616083,-0.165606814,-1.380896616,0.680113503,-0.886233231,-0.847396321,-0.754198747,-0.783378542,-0.841500144,-0.838909413,-0.538140723,-0.423173093,-0.379608693,-0.253029008,0.267769173,0.44241994,-0.139801607,0.643152745,0.878666108,-1.36294788,-1.820002148,-1.497597868,-1.414224218,-1.015907805,-0.051286827,0.048139705,-0.265268307,0.194218193,0.656701651,RPMI
SW1463,Large Intestine,-0.094155959,-0.230128371,-0.116194221,0,0.364097478,0.056924679,-0.004122841,-0.325237779,0.335640051,0.133296627,-0.167196566,-0.309034652,-0.469029722,0.196908689,-0.027344828,0.11838069,-0.175578754,0.029673764,,-0.035105994,-0.776530528,-0.561037116,0.086610522,0.352856489,-0.575583299,-0.540536712,0.103566275,0.321270041,-0.142950105,-0.810193406,0.026195111,-0.012844861,0.015749136,-0.407309184,-0.304069999,-0.042004061,0.302607851,-0.076126906,,-0.071339723,-0.190082831,0.22092526,RPMI
SF295,Central Nervous System,0.044310345,0.177312142,0.562393828,-0.042825423,0.020638333,-0.229401129,-0.075153759,-0.424237596,0.007983313,0.30638711,0.455762034,0.121942022,-0.431621229,0.193686672,-0.07513812,0.891873754,0.072547252,0.602962036,,-0.551693023,-1.315489441,-0.441008718,0.368853457,-0.612041807,-0.928519801,-0.389526976,0.418653774,0.182586806,0.026486868,0.087385444,0.719666318,0.66904867,-0.547175388,-0.303090921,0.167673913,0.793199594,-0.855813436,-0.029523571,,-0.027056981,-0.071416911,-0.485018024,RPMI
WM115,Skin,-0.003791711,-0.041107623,-0.223492631,0.925839551,0.270897572,-0.071476635,-0.19280437,-0.181402708,-0.127023574,0.280690825,-0.199703385,-0.526557952,-0.588940185,-0.261032126,0.023208626,-0.14647427,-0.395655476,-0.312766535,2.052838488,-0.024579863,-0.093852719,-0.095853504,0.019735035,-0.650176459,-0.124855387,0.347294318,-0.105597643,-1.252294052,-0.000288848,0.700998207,-0.765363422,0.195159243,-0.88148409,-0.448531512,-0.386102135,-0.00425166,-0.785799492,-0.121644297,-0.022905738,-0.073853765,-0.02351939,-0.149806795,RPMI
JHH4,Liver,-0.339993513,-0.007597267,-0.040907407,-0.271080713,-0.734048995,-0.168101851,0.107623713,-0.35728206,0.350952878,-1.227399306,-0.613479877,-0.06938902,0.138324529,0.11208723,-0.272583782,-0.12134634,-0.661432026,-0.084861845,,-0.711739224,-0.499173219,-0.169722549,-0.101365671,-0.098009864,-0.411753467,-0.190614981,-0.274700148,0.015714206,0,-0.489047093,-0.540923398,-0.477139628,-1.00832395,-0.410494815,0.112464715,0.571514015,-0.222839356,-0.268867091,,-0.359440155,-0.04269387,0.263649434,EMEM
OE33,Oesophagus,-0.055473656,-0.135984373,-0.087237763,0.065877599,0.457133928,-0.026333556,-0.338325288,0.3553909,0.468810679,0.392417272,-0.349486302,-0.545766589,0.284821021,0.347502335,-0.021815065,0.103089098,-0.389178818,0.327952633,,0.905751086,-0.071595551,-0.427082224,0.14192397,0.901604647,-0.168334929,-0.636763484,0.237247515,0.573282146,-0.20732933,-0.456664716,-0.227553576,0.008016933,0.651968537,0.563169374,0.596488132,0.382658578,0.1713512,-0.109854033,,-0.008085158,0.055326863,0.549166007,RPMI wGln
CCK81,Large Intestine,0.368242628,0.014471271,-0.270305047,1.262442283,0.085903831,0.677376086,0.230068881,0.042065902,-0.880323155,0.320614742,0.541405706,0.599942054,0.744135099,-0.154382335,0.095981317,-0.12851942,0.65670822,-0.24362831,-6.840873655,-0.582150768,-0.801360372,-1.044754962,-1.444827899,-0.565705958,-0.606701099,-0.728503886,0.061401283,0.132696855,-0.045852604,-0.010800805,0.383286582,0.581783004,0.005083183,-1.48329864,-1.273224992,-1.24846744,0.723972424,0.160449929,,0.073533702,0.039078358,-0.300073209,EMEM
JHH1,Liver,0.161494532,0.497417924,0.488746585,-0.012385398,-0.013469919,0.240607751,0.215463459,0.796617014,-1.083680574,0.033931985,-0.012442773,-0.006611409,0.486580421,-0.979443017,0.301443594,0.33992668,-0.065301191,0.226570037,,1.892709777,2.387326096,2.711069618,1.463657364,0.425744994,0.273173002,0.52246903,-0.859017571,-1.581745697,-1.899177351,-2.342727667,-2.968459654,-3.33448544,0.71347862,1.90772401,2.522296766,1.653922599,1.711157733,0.244764018,,0.381208076,0.072657643,-0.684666368,Williams
SJSA1,Bone,-0.278986573,-0.449590955,-0.423101434,-0.069551458,0.007795827,-0.384512652,-0.687590579,-0.423542477,0.185355047,0.507062229,0.35465592,-0.196212736,-0.692427115,0.597990563,-0.493988316,0.211007081,0.164686907,0.572113114,,0.634928797,-0.005659292,0.296975049,-0.02614391,0.321207558,-0.233360836,-0.371001566,-0.228794692,-0.180162488,-0.196841101,-0.580669614,-0.346659119,-0.557313914,0.822492336,1.025671049,0.951799,0.736132909,-0.175278151,-0.323479124,,-0.295051933,-0.198471621,-0.346244644,RPMI
NCIH2228,Lung,0.180163925,0.14586567,-0.012185518,,0.013237697,-0.203667562,0.688285618,1.06676512,-0.044615126,-0.98772659,-0.475268271,-0.738071181,-0.283864032,-0.288257898,0.579114197,-0.267637408,0.022577752,0.033736418,,0.972898854,0.452647324,-0.809045381,0.587886953,0.929962339,0.277517774,0.435021591,0.264455216,0.363561902,-0.089050762,0.082200905,-0.779821001,-0.434102164,-0.390494616,0.004866687,0.150326852,-0.1483144,0.765478179,-0.145042404,-0.035712991,-0.040121222,-0.457408785,-0.526069111,RPMI
RERFLCAI,Lung,0.676371541,0.156841119,0.309787627,-0.101664135,0.548771688,0.101950289,0.561270755,0.979026208,-0.021022045,0.400211153,0.245626455,0.065413001,0.813845515,0.061058526,0.260386502,-0.111897339,0.438962529,0.335858974,,1.561682554,2.203025356,1.813533038,0.838889775,0.738609016,0.722748031,-0.428874348,-0.452731538,0.162875141,-0.034407913,0.01082673,-0.598068363,-0.481205016,0.564726669,0.719013505,0.788986226,0.013031561,1.119890826,0.242195987,,0.319450376,0.023002221,-0.082348668,MEM
SKMES1,Lung,-0.219788344,-0.493252767,-0.194749918,-0.296000928,-0.341659922,-0.220550959,0.40814398,0.050536458,-0.522138691,-0.411817956,-0.422788193,-0.058728767,-0.210330257,-0.15585273,0.306926469,-0.298972485,-0.455713195,-0.530899428,,1.163771502,1.985149163,2.092470835,0.925725215,-0.964747079,-0.488408704,-0.152583945,-0.671447536,-1.482374216,-0.906159682,-0.622075272,-1.229884354,-1.091517001,0.523969247,1.366655273,1.395629383,0.039514546,1.239182037,-0.105103295,,-0.156725786,0.047009429,-0.194673868,RPMI
NCIH520,Lung,-0.246425308,-0.282100254,-0.104467997,0.53887743,0.088945727,0.003627973,-0.577081918,-1.142793646,1.170512977,1.068709284,1.186636013,0.376909347,-0.068369444,1.367635581,-0.018248525,0.351838589,0.778399777,1.00151811,,-0.192114812,0.575481785,0.091935736,-1.314386082,-0.154298928,0.337816664,0.022652375,-0.810374573,-0.802358923,0.828382849,0.948839205,-0.939184339,0.52608677,0.572028855,1.323864286,0.856638723,-0.599886064,0.056146398,0.08040317,,-0.012363049,0.244962774,0.20461044,RPMI
JHH5,Liver,-0.17990925,0.244892368,0.068855934,0.829536451,-0.991982555,-0.09557265,0.292545143,-0.000433107,-0.391311756,-0.714153973,0.007315658,0.445660065,0.816642627,-0.460994775,-0.418064088,-0.406710927,-0.547480531,-0.819213033,-0.992621404,-2.862535056,-1.996847338,0.609666011,0.001995382,-2.076579294,-0.807474198,0.294890943,0.281111916,-0.307955955,0.134082242,0.247729987,0.13552352,0.510247403,-2.586037258,-1.919921203,-1.142397362,-0.596818974,-0.133628446,-0.156741254,-0.153634767,-0.13217802,0.300221654,0.618209749,Williams
FU97,Stomach,-0.105064404,0.902892855,0.352593077,,-0.295538904,0.238058608,0.468704523,0.392122188,-0.638193103,-0.386465371,-0.085673529,-0.074074078,0.182060942,-0.596470258,0.646826761,-0.014089594,-0.451831671,0.048935563,-0.845723983,-0.369769231,-0.010471049,-0.659794146,0.502788701,-0.326337821,-0.462537159,0.122563489,1.094860558,0.570394867,-0.555832955,-0.824822083,0.81368563,0.112871825,-0.146659217,-0.004866687,-0.5991509,0.035808149,-0.380644157,-0.094472486,-0.076060291,0.065124154,0.156919968,0.809990132,DMEM
COLO800,Skin,0.031022299,0.074811296,0.135147343,0.577879011,0.210594746,0.056718948,-0.341562256,-1.031533566,0.716337917,0.419197213,-0.085315004,-0.104452811,-0.409503774,1.190288395,-0.006581728,0.042205359,0.382858664,0.488280746,1.468355933,-0.164791692,0.418528925,0.3734502,0.221668617,-0.280023946,-0.526648554,0.717909091,-0.147038163,-0.189230915,-0.461647918,0.169359741,0.415355845,-0.024425647,0.176127615,0.732782961,0.605576487,0.120184956,-0.338409014,-0.31129958,0.38248577,-0.064055542,-0.450500296,-0.42606875,RPMI
NCIH1963,Lung,0.021378302,0.307821423,0.017641722,0.266629355,-0.139021582,-0.551817165,-0.544403162,-0.73329606,0.068265356,0.789498236,0.454269219,0.431162394,0.385090181,0.61154216,-0.294893073,0.007576954,0.218419513,-0.055077555,,-0.779151212,-0.031990953,0.241792933,-0.787903635,-0.821663838,0.047520429,0.201377939,-0.626906279,-0.478138982,-0.067451636,0.018170354,-0.013677044,-0.457043959,-0.877547111,-0.054192208,-0.042299736,-0.783334388,0.325707898,-0.173740053,,-0.14437445,-0.432501941,-0.934367144,RPMI
RL952,Endometrium,0.110137208,-0.557244537,-0.641034107,0.24043907,0.214849392,0.351554173,0.246457487,0.270273724,-0.161744598,-0.198970752,-0.005417482,0.089391011,0.015640485,-0.457118719,0.038672594,-0.015750427,-0.147778852,-0.374323119,-1.842170906,0.363284998,1.210647993,0.908617448,0.66666047,0.000881718,0.896478754,0.831660659,0.246729546,-0.112341313,0.485289857,0.286600445,-0.777339072,-0.221460424,0.221619385,0.454488862,0.511767131,-0.147420129,-0.055994659,0.051919224,0.353360603,-0.018676606,0.032120908,0.044963671,RPMI
HCC15,Lung,0.194538292,-0.025472011,-0.001028761,-4.961805585,-0.405226406,-0.099291496,-0.670644426,0.932370249,-0.206974154,0.097433798,-0.087167722,0.063897155,0.364013571,0.282479349,-0.529607111,-0.153492302,0.195123355,0.269921527,-0.14016803,0.633021744,-0.95862087,-2.701528964,-0.128701752,0.721490273,-0.812079031,-1.056242509,0.524714539,0.202473046,-0.060767427,-0.406381552,0.464644603,0.418577415,0.191721529,-0.353939152,-0.595174614,-1.12838569,0.51919058,0.078060239,0.226949966,-0.354248396,0.049566518,0.204894651,RPMI
M059K,Central Nervous System,0.467063956,0.476090325,0.54726206,0.254300809,0.925264275,0.187431067,-0.147574454,0.732566026,0.637744641,0.592850237,-0.122260802,-0.545629528,-0.551610958,0.243596143,0.219934812,0.596102205,0.349680392,1.03259011,,1.223479811,0.778032495,0.793978902,0.834481228,0.852424084,0.66552099,0.545835947,0.263592951,-0.207493159,0.131211456,0.163724427,-0.438734033,0.177264318,0.811760191,1.29219965,1.465607686,1.216894486,0.855034663,0.174143821,,0.071847615,0.547946657,0.445406361,DMEM-F12
CALU6,Lung,0.29883237,0.460625251,0.05171746,-0.021889287,-0.047378287,0.257625665,-0.081443353,0.874687783,-0.783961257,-0.095578567,0.068704055,0.316588035,0.48276357,-0.62514346,0.209587882,0.061186206,0.341745029,0.265175953,0.879483292,-0.578024348,-0.585671849,-0.882562694,0.515793864,-0.208559468,-0.434554728,0.685197321,0.768918757,-0.245492252,0.323782557,0.265079282,0.494258132,0.639315907,-0.731738281,-0.510166268,-0.701600476,-0.372722236,-0.041424206,-0.027124907,0.073126459,-0.199521349,0.266550105,0.637721445,EMEM
SKLU1,Lung,0.203082125,-0.148487721,0.385210684,-0.003796439,0.620249033,0.235844309,0.025839299,-0.13679648,0.622704503,0.006614699,-0.352137799,-0.73673132,-1.249939082,-0.005171802,0.208712759,-0.364302653,-0.641193838,-0.376788381,,-0.340561866,0.372862808,0.318784555,0.114557427,-0.583829226,0.507328496,0.678257227,-0.051574073,-1.079978102,0.357324777,0.766294827,-0.937994608,0.003380355,-0.879560056,0.001619868,-0.07891048,0.177292865,0.152171637,-0.044352679,,-0.012933125,0.1513775,0.111741337,MEM
SW900,Lung,-0.373943073,-0.793450456,-0.356847685,0.384565857,-0.944163213,-0.482199371,-0.487333152,-0.615433844,-1.320329792,0.073102264,0.373138052,0.828185975,0.451601081,-0.582405469,-0.215771694,0.40879201,-0.342269929,-0.051627096,,-0.846664428,-0.500335564,-0.455578763,-0.968330342,-0.859183362,0.059652162,0.65432899,-0.223917894,-1.055332956,0.103399405,0.566804116,-1.630184449,-0.461338786,-1.17500552,-0.651093104,-0.418534575,-0.922102988,-0.170457682,-0.19964865,,-0.223885136,-0.050215483,-0.298678654,L15
UACC62,Skin,-0.153030469,0.153952282,-0.27638512,,-0.108589534,-1.056702268,-0.108698373,-0.179366512,-0.042803229,-0.160494736,-0.235462436,-0.122559038,-0.016674808,-0.241931722,-0.121307342,-0.425728221,-0.486059558,-0.577384936,1.416692726,-0.902493136,-0.703710883,-0.226342471,-0.686859325,-0.838859984,-0.713356054,-0.007960087,-0.10958736,-0.154870479,-0.013283921,0.367818665,0.592476598,0.856228409,-1.028069479,-0.642109079,-0.451974992,-0.197743807,-0.848245783,-0.011367356,0.012538264,-0.186790124,0.145341166,0.137108167,RPMI
MFE280,Endometrium,0.022647144,0.331806072,-0.603891161,0.132210979,-0.360323804,0.162026026,0.243772799,0.199627404,-0.018706471,-0.681841256,-0.29901276,-0.060795077,0.012035779,-0.369544717,0.179656046,-0.745979785,-0.095382571,-1.011489473,,-1.466200828,-0.90474124,-0.320491858,0.442651084,-1.20706588,-0.438245124,-0.199872709,-0.125097233,-1.416335024,-0.29048846,1.171058614,-1.216020498,-0.895788946,-2.596273522,-2.008990424,-1.164270716,-1.428319659,-0.116154369,0.004415464,,0.014498877,-0.293089982,-1.416570185,RPMI
MFE319,Endometrium,0.334756086,-1.618991263,-1.389965391,0.472367043,-0.25535042,0.212804753,0.684338683,0.141496787,-0.446427016,-0.599526538,-0.407733938,0.02507366,0.438703905,-0.739974048,-0.127185809,-0.042912176,0.515241365,-0.422954981,-0.425685031,-0.903219728,-0.608429298,-1.236770018,-0.736533481,-1.006854657,-0.025715523,-0.686215692,1.294438173,-0.955263393,0.399238714,0.999132122,0.095362074,0.443116869,-0.745815121,-0.650535411,-0.496931304,-1.910879458,-0.70743155,0.17593567,,-0.092209003,0.506006588,0.921179439,RPMI
MFE296,Endometrium,0.007749242,-1.372353507,-1.014837867,0.27896451,0.345299795,0.356009672,0.103885432,-0.479857611,0.333274093,0.169859072,0.140838765,-0.163854835,-0.639470737,-0.172561546,0.178627101,-0.267675844,-0.138835457,-0.581350002,,1.143466847,0.71397295,-0.042745591,0.244623545,0.988051287,0.227953787,-0.900107871,-0.081302745,0.460052232,-0.129732634,-0.856341347,-0.181516252,-0.324999136,1.695569971,1.15696737,0.869076188,0.159361628,0.498083974,0.03717021,-0.045481331,-0.029012016,0.192627395,0.815546901,RPMI wGln
GOS3,Central Nervous System,0.194280728,0.336491276,0.436635948,,0.516813689,-0.01841992,0.413440785,0.20183825,0.94875482,-0.701826612,0.173559514,0.599196923,0.332573713,0.815913184,0,-0.061283463,0.407643661,0.758525546,2.938268682,-1.035461439,-0.204780302,-0.380063064,0.363124743,-0.442838435,-0.148839846,-0.472210393,0.307541573,-0.494315443,0.648587036,0.578779636,0.893797908,0.778770021,-0.688045643,-1.031689089,-0.534476728,-0.087183227,-0.390814995,0.219643692,0.576404629,-0.095869145,0.305685252,0.48265897,RPMI
GI1,Central Nervous System,-0.131992873,0.224617858,-0.105299159,1.219517282,0.068222192,-0.128108936,-0.738232217,-0.760459962,2.179395112,1.106266704,0.373547549,-0.17098203,-0.642453866,2.206248092,-0.233926585,-0.373609616,0.769385519,0.223089142,2.582876138,0.338430878,0.446949347,0.382837227,-0.231755339,-0.154682009,0.374951819,0.635510593,-0.434723476,-0.019089616,0.148096994,0.016509525,-0.244206336,-0.219729867,0.933353669,0.528384334,0.092694915,-0.297117932,-0.205339257,-0.122319321,0.096870193,-0.187441118,-0.217929732,0.094708758,DMEM
PC14,Lung,0.016964538,-0.276041364,-0.046909103,0.126382207,0.763794852,0.530862813,-0.000742748,-0.999770944,-0.079045949,0.383442612,0.442988051,0.29543065,-0.389031614,0.001790282,-0.025013039,1.12281523,0.018037362,1.034438323,,0.321551051,0.476210568,0.771366795,0.8770693,-0.142433921,0.114803421,-0.034150979,0.552049935,-0.003255226,0.303011649,-0.507563466,0.024357156,-0.517463075,1.609911863,1.437208832,1.293498379,1.717574443,-0.578776798,-0.061667675,,0.323645705,0.27165879,0.036365479,RPMI
KYSE410,Oesophagus,0.083227302,-0.207436546,0.086896006,-4.995509993,0.11799175,0.230166045,0.193178689,-0.232678539,-0.148157686,-0.165160091,-0.160639895,-0.219868118,-0.395117778,-0.678199321,-0.137998589,-0.127907767,0.119120558,-0.085975456,1.990494949,0.049701156,0.506761891,-0.03447525,0.163991589,0.055584242,0.379517205,-0.411726911,0.071768579,0.057084442,0.31712774,0.201063346,-0.284621395,-0.06212376,0.964034519,0.788774223,0.341999039,0.20296684,-0.538009427,-0.042232914,-0.175122834,-0.054277602,-0.163641108,-0.188622278,RPMI
A204,Soft Tissue,0.200946279,-0.311432478,-0.487779098,-5.158972188,0.224976489,-0.61254866,-1.096364075,0.205691665,-0.06117523,0.468690844,0.302036885,0.71698112,0.339354837,0.045356602,0.496951439,0.119308336,0.670364,0.320984481,0.355747953,0.660208225,0.791770429,-0.197092807,1.286114956,0.385401703,-0.005580027,-0.915889095,0.509154737,0.517572799,0.215397268,-0.52708125,-0.143990649,0.104545468,0.881582967,0.790107762,0.744849006,0.515776696,-0.293751126,0.021062846,0.063200857,0.211393867,-0.154566027,0.249874728,RPMI
PATU8902,Pancreas,0.042475937,0.092704948,-0.00817149,,-0.196843888,0.088667221,0.035596335,-0.390506678,0.379935065,0.259710712,0.194890704,0.367965307,0.154741476,0.770990209,-0.03982214,0.01397039,0.617301025,0.633584543,-0.826464687,-1.294821092,-0.402171053,0.00122921,-0.299597281,-0.990942874,-0.092643837,0.631936606,0.037341264,-0.323565428,0.099972434,0.624378523,-0.066352001,0.358819378,-1.362485294,0.36349519,0.547230155,0.515226001,-1.241635398,-0.006250401,0.033299218,0.068049954,-0.129805738,-0.448572434,DMEM wGln
NCIH810,Lung,-0.197987414,-0.20448553,-0.546474553,0.48303584,0.363874708,-0.698960786,-0.657203313,-0.827307767,2.197952073,0.819938717,0.420236075,0.073458969,0.1574731,1.849573225,-0.427946123,0.251746952,0.587404499,1.073694919,,0.134431888,0.771241274,0.712205499,-0.592569808,0.013257523,0.488409105,0.492226176,-0.770631334,-0.360490922,-0.090753445,-0.192864629,-0.735210004,-1.265608546,2.042746373,2.200186381,1.760351793,0.270109355,-0.026127212,-0.213319479,,-0.187931511,-0.349671512,-0.688451675,RPMI
RERFLCMS,Lung,-1.25080497,-0.963189241,-1.243696584,-3.677527069,-0.758525107,-0.842579256,-0.872436123,-0.325124012,-1.303448276,-1.413413616,-1.835378589,-1.940191492,-1.439632827,-1.798505354,-0.815144134,-1.096110255,-1.653685337,-1.368126498,-0.099462083,-0.125842667,-0.461182757,-0.089029044,-0.042147493,0.029895852,-0.534646987,-0.341334571,-0.088912471,-0.069158953,-0.524882148,-0.304551244,-0.317699351,0.034010835,-0.474336295,-0.522512663,-0.178062066,0.17188564,-0.209378622,-0.234226816,0.031397175,-0.24483909,-0.032973027,0.278208367,EMEM
L1236,Haematopoietic And Lymphoid Tissue,-0.272160991,0.175358967,0.825146832,0.25630595,0.56048686,0.351080964,0.228590858,0.472897177,-0.075792934,-0.131393145,-0.346951218,-1.086579783,-0.619009057,-0.305440959,0.16471588,-1.092898533,-0.618081082,-1.409103395,0.548603578,0.189658438,-0.901421794,0.186251241,-0.001001803,0.398116641,-0.814149422,-0.213988976,-0.472586584,-0.004511912,-0.396147562,0.033784332,0.905848679,0.223721149,-2.306727062,-2.047021046,-0.73479014,-0.000827485,0.623987401,-0.155095209,0.052836249,-0.026941658,-0.224951181,-0.361995781,RPMI
